layer,source,target,weight
phy,phy:u49,phy:u08,0.03636363636363636
phy,phy:u49,phy:u09,0.03636363636363636
phy,phy:u49,phy:u10,0.2727272727272727
phy,phy:u49,phy:u12,0.01818181818181818
phy,phy:u49,phy:u14,0.09090909090909091
phy,phy:u49,phy:u15,0.43636363636363634
phy,phy:u49,phy:u16,0.18181818181818182
phy,phy:u49,phy:u18,0.07272727272727272
phy,phy:u49,phy:u19,0.2727272727272727
phy,phy:u49,phy:u22,0.2
phy,phy:u49,phy:u24,0.01818181818181818
phy,phy:u49,phy:u25,0.16363636363636364
phy,phy:u49,phy:u27,0.05454545454545454
phy,phy:u49,phy:u30,0.36363636363636365
phy,phy:u49,phy:u32,0.05454545454545454
phy,phy:u49,phy:u33,0.21818181818181817
phy,phy:u49,phy:u43,0.2909090909090909
phy,phy:u49,phy:u46,0.32727272727272727
phy,phy:u49,phy:u54,0.09090909090909091
phy,phy:u49,phy:u57,0.2
phy,phy:u49,phy:u59,0.45454545454545453
phy,phy:u54,phy:u01,0.14545454545454545
phy,phy:u54,phy:u02,0.2545454545454545
phy,phy:u54,phy:u04,0.23636363636363636
phy,phy:u54,phy:u05,0.23636363636363636
phy,phy:u54,phy:u07,0.14545454545454545
phy,phy:u54,phy:u08,0.2
phy,phy:u54,phy:u09,0.16363636363636364
phy,phy:u54,phy:u10,0.03636363636363636
phy,phy:u54,phy:u12,0.03636363636363636
phy,phy:u54,phy:u14,0.16363636363636364
phy,phy:u54,phy:u15,0.2
phy,phy:u54,phy:u16,0.18181818181818182
phy,phy:u54,phy:u18,0.14545454545454545
phy,phy:u54,phy:u19,0.09090909090909091
phy,phy:u54,phy:u22,0.12727272727272726
phy,phy:u54,phy:u24,0.16363636363636364
phy,phy:u54,phy:u25,0.07272727272727272
phy,phy:u54,phy:u27,0.16363636363636364
phy,phy:u54,phy:u30,0.43636363636363634
phy,phy:u54,phy:u32,0.05454545454545454
phy,phy:u54,phy:u43,0.10909090909090909
phy,phy:u54,phy:u46,0.16363636363636364
phy,phy:u54,phy:u49,0.09090909090909091
phy,phy:u54,phy:u57,0.16363636363636364
phy,phy:u54,phy:u59,0.2
phy,phy:u57,phy:u01,0.12727272727272726
phy,phy:u57,phy:u02,0.8909090909090909
phy,phy:u57,phy:u04,0.6181818181818182
phy,phy:u57,phy:u05,0.2545454545454545
phy,phy:u57,phy:u07,0.6545454545454545
phy,phy:u57,phy:u08,0.05454545454545454
phy,phy:u57,phy:u09,0.6727272727272727
phy,phy:u57,phy:u10,0.2727272727272727
phy,phy:u57,phy:u14,0.01818181818181818
phy,phy:u57,phy:u15,0.34545454545454546
phy,phy:u57,phy:u16,0.7636363636363637
phy,phy:u57,phy:u18,0.18181818181818182
phy,phy:u57,phy:u19,0.21818181818181817
phy,phy:u57,phy:u22,0.38181818181818183
phy,phy:u57,phy:u24,0.2545454545454545
phy,phy:u57,phy:u25,0.16363636363636364
phy,phy:u57,phy:u27,0.2909090909090909
phy,phy:u57,phy:u30,0.45454545454545453
phy,phy:u57,phy:u32,0.18181818181818182
phy,phy:u57,phy:u33,0.14545454545454545
phy,phy:u57,phy:u43,0.3090909090909091
phy,phy:u57,phy:u46,0.2727272727272727
phy,phy:u57,phy:u49,0.2
phy,phy:u57,phy:u54,0.16363636363636364
phy,phy:u57,phy:u59,0.36363636363636365
phy,phy:u59,phy:u01,0.23636363636363636
phy,phy:u59,phy:u02,0.41818181818181815
phy,phy:u59,phy:u04,0.2909090909090909
phy,phy:u59,phy:u05,0.14545454545454545
phy,phy:u59,phy:u07,0.2545454545454545
phy,phy:u59,phy:u08,0.12727272727272726
phy,phy:u59,phy:u09,0.38181818181818183
phy,phy:u59,phy:u10,0.16363636363636364
phy,phy:u59,phy:u12,0.07272727272727272
phy,phy:u59,phy:u14,0.14545454545454545
phy,phy:u59,phy:u15,0.5454545454545454
phy,phy:u59,phy:u16,0.4909090909090909
phy,phy:u59,phy:u18,0.18181818181818182
phy,phy:u59,phy:u19,0.14545454545454545
phy,phy:u59,phy:u22,0.34545454545454546
phy,phy:u59,phy:u24,0.21818181818181817
phy,phy:u59,phy:u25,0.2545454545454545
phy,phy:u59,phy:u27,0.18181818181818182
phy,phy:u59,phy:u30,0.34545454545454546
phy,phy:u59,phy:u32,0.18181818181818182
phy,phy:u59,phy:u33,0.05454545454545454
phy,phy:u59,phy:u36,0.01818181818181818
phy,phy:u59,phy:u43,0.509090909090909
phy,phy:u59,phy:u46,0.32727272727272727
phy,phy:u59,phy:u47,0.03636363636363636
phy,phy:u59,phy:u49,0.45454545454545453
phy,phy:u59,phy:u54,0.2
phy,phy:u59,phy:u57,0.36363636363636365
beh,beh:u00,beh:u02,0.6246360292445883
beh,beh:u00,beh:u04,0.3684124787777643
beh,beh:u00,beh:u08,0.4667513355661857
beh,beh:u00,beh:u12,0.7083444209810587
beh,beh:u00,beh:u13,0.5885453889052281
beh,beh:u00,beh:u24,0.5236346925576335
beh,beh:u00,beh:u30,0.34680221607124134
beh,beh:u00,beh:u50,0.5038436433118265
beh,beh:u00,beh:u51,0.4120237027789877
beh,beh:u00,beh:u59,0.3513630866546309
beh,beh:u01,beh:u04,0.4932126352078966
beh,beh:u01,beh:u05,0.5088488345342194
beh,beh:u01,beh:u09,0.5812691487572731
beh,beh:u01,beh:u15,0.5518386312138294
beh,beh:u01,beh:u16,0.473681920853061
beh,beh:u01,beh:u17,0.48918859609742044
beh,beh:u01,beh:u32,0.5838566035434741
beh,beh:u01,beh:u34,0.5991296350469073
beh,beh:u01,beh:u41,0.5071814492965884
beh,beh:u01,beh:u42,0.47086407282215964
beh,beh:u02,beh:u00,0.6246360292445883
beh,beh:u02,beh:u08,0.22959126332976837
beh,beh:u02,beh:u12,0.6288409005829608
beh,beh:u02,beh:u13,0.38239528526789435
beh,beh:u02,beh:u15,0.1460577343180886
beh,beh:u02,beh:u24,0.30573623625798196
beh,beh:u02,beh:u31,0.19039427978300758
beh,beh:u02,beh:u44,0.14944174719865144
beh,beh:u02,beh:u46,0.29063001111500897
beh,beh:u02,beh:u50,0.2859106787247472
beh,beh:u02,beh:u59,0.24978842070636406
beh,beh:u03,beh:u04,0.6392331960106858
beh,beh:u03,beh:u05,0.6305314498739912
beh,beh:u03,beh:u09,0.5958986776719504
beh,beh:u03,beh:u10,0.696206494744437
beh,beh:u03,beh:u15,0.6952952701944785
beh,beh:u03,beh:u16,0.5591621374007378
beh,beh:u03,beh:u20,0.6622502112241082
beh,beh:u03,beh:u30,0.5542160669288064
beh,beh:u03,beh:u41,0.8067111184223016
beh,beh:u03,beh:u51,0.5945768427758734
beh,beh:u04,beh:u00,0.3684124787777643
beh,beh:u04,beh:u01,0.4932126352078966
beh,beh:u04,beh:u03,0.6392331960106858
beh,beh:u04,beh:u05,0.5819406906699467
beh,beh:u04,beh:u09,0.5763896025515111
beh,beh:u04,beh:u10,0.5320142479596945
beh,beh:u04,beh:u14,0.4969220938749363
beh,beh:u04,beh:u15,0.7409492304457806
beh,beh:u04,beh:u17,0.723769772978706
beh,beh:u04,beh:u30,0.5648944306498058
beh,beh:u04,beh:u32,0.7328180281855816
beh,beh:u04,beh:u34,0.7222946179792116
beh,beh:u04,beh:u41,0.7146872470362738
beh,beh:u05,beh:u01,0.5088488345342194
beh,beh:u05,beh:u03,0.6305314498739912
beh,beh:u05,beh:u04,0.5819406906699467
beh,beh:u05,beh:u09,0.640277019026771
beh,beh:u05,beh:u15,0.6828040993425029
beh,beh:u05,beh:u16,0.5050781605973661
beh,beh:u05,beh:u32,0.6100305620212378
beh,beh:u05,beh:u34,0.685901505260022
beh,beh:u05,beh:u35,0.6390043983181204
beh,beh:u05,beh:u41,0.6469474664042075
beh,beh:u05,beh:u42,0.6720060708802271
beh,beh:u05,beh:u45,0.572263377950415
beh,beh:u05,beh:u51,0.5483890497973218
beh,beh:u07,beh:u09,0.5410020655742838
beh,beh:u07,beh:u14,0.3441832393400291
beh,beh:u07,beh:u15,0.4082832222705715
beh,beh:u07,beh:u16,0.46519698141337706
beh,beh:u07,beh:u17,0.3344760263950691
beh,beh:u07,beh:u20,0.46792506453711785
beh,beh:u07,beh:u32,0.4097780506271539
beh,beh:u07,beh:u34,0.3893268290668221
beh,beh:u07,beh:u41,0.464976317879491
beh,beh:u07,beh:u43,0.41711172325583445
beh,beh:u08,beh:u00,0.4667513355661857
beh,beh:u08,beh:u02,0.22959126332976837
beh,beh:u08,beh:u10,0.26913735605619005
beh,beh:u08,beh:u12,0.6002703915271561
beh,beh:u08,beh:u13,0.37583393920203007
beh,beh:u08,beh:u24,0.5892624714754094
beh,beh:u08,beh:u30,0.13423076499617842
beh,beh:u08,beh:u41,0.2263941918122959
beh,beh:u08,beh:u46,0.2872346467853058
beh,beh:u08,beh:u49,0.293892391544939
beh,beh:u08,beh:u56,0.2052107209011799
beh,beh:u08,beh:u59,0.4070267802487516
beh,beh:u09,beh:u01,0.5812691487572731
beh,beh:u09,beh:u03,0.5958986776719504
beh,beh:u09,beh:u04,0.5763896025515111
beh,beh:u09,beh:u05,0.640277019026771
beh,beh:u09,beh:u07,0.5410020655742838
beh,beh:u09,beh:u15,0.5996438483750177
beh,beh:u09,beh:u16,0.5668752131112627
beh,beh:u09,beh:u32,0.7131511356548095
beh,beh:u09,beh:u34,0.5620314194877768
beh,beh:u09,beh:u41,0.5352862501854881
beh,beh:u09,beh:u42,0.5628224801133417
beh,beh:u09,beh:u43,0.593608539920813
beh,beh:u09,beh:u45,0.5112850465940613
beh,beh:u09,beh:u47,0.5768846590586937
beh,beh:u09,beh:u51,0.5528177661303195
beh,beh:u10,beh:u03,0.696206494744437
beh,beh:u10,beh:u04,0.5320142479596945
beh,beh:u10,beh:u08,0.26913735605619005
beh,beh:u10,beh:u14,0.38149050305099935
beh,beh:u10,beh:u15,0.32845769004469993
beh,beh:u10,beh:u17,0.36194367454657517
beh,beh:u10,beh:u20,0.47229050584632615
beh,beh:u10,beh:u24,0.6402438691961403
beh,beh:u10,beh:u30,0.4732005794796065
beh,beh:u10,beh:u36,0.3630835760644792
beh,beh:u10,beh:u41,0.5752696248101588
beh,beh:u10,beh:u49,0.3336611392263557
beh,beh:u10,beh:u59,0.3152050656329834
beh,beh:u12,beh:u00,0.7083444209810587
beh,beh:u12,beh:u02,0.6288409005829608
beh,beh:u12,beh:u08,0.6002703915271561
beh,beh:u12,beh:u13,0.6113971870124535
beh,beh:u12,beh:u15,0.19915000135206457
beh,beh:u12,beh:u18,0.19061840711552663
beh,beh:u12,beh:u24,0.47778817992035805
beh,beh:u12,beh:u31,0.24239381003062338
beh,beh:u12,beh:u41,0.27290758847101787
beh,beh:u12,beh:u46,0.34560538222965753
beh,beh:u12,beh:u50,0.24691967774970158
beh,beh:u12,beh:u51,0.16933814975017847
beh,beh:u12,beh:u59,0.4049756166955088
beh,beh:u13,beh:u00,0.5885453889052281
beh,beh:u13,beh:u02,0.38239528526789435
beh,beh:u13,beh:u08,0.37583393920203007
beh,beh:u13,beh:u12,0.6113971870124535
beh,beh:u13,beh:u15,0.1258757553239668
beh,beh:u13,beh:u18,0.24720884602496151
beh,beh:u13,beh:u20,0.18524718469541646
beh,beh:u13,beh:u22,0.29426267583110666
beh,beh:u13,beh:u24,0.4524633404535656
beh,beh:u13,beh:u30,0.16585386041701525
beh,beh:u13,beh:u41,0.1623923007852086
beh,beh:u13,beh:u50,0.35839791179091623
beh,beh:u13,beh:u53,0.22898884176229975
beh,beh:u13,beh:u59,0.19551057856520065
beh,beh:u14,beh:u04,0.4969220938749363
beh,beh:u14,beh:u07,0.3441832393400291
beh,beh:u14,beh:u10,0.38149050305099935
beh,beh:u14,beh:u15,0.5423720699375885
beh,beh:u14,beh:u16,0.5387739046955946
beh,beh:u14,beh:u17,0.425880654840229
beh,beh:u14,beh:u20,0.44662188187828755
beh,beh:u14,beh:u30,0.4399804384324624
beh,beh:u14,beh:u32,0.44200873398892965
beh,beh:u14,beh:u34,0.37261262448654725
beh,beh:u14,beh:u41,0.5602031886763219
beh,beh:u14,beh:u45,0.276772063463747
beh,beh:u14,beh:u51,0.3111459417943223
beh,beh:u15,beh:u01,0.5518386312138294
beh,beh:u15,beh:u02,0.1460577343180886
beh,beh:u15,beh:u03,0.6952952701944785
beh,beh:u15,beh:u04,0.7409492304457806
beh,beh:u15,beh:u05,0.6828040993425029
beh,beh:u15,beh:u07,0.4082832222705715
beh,beh:u15,beh:u09,0.5996438483750177
beh,beh:u15,beh:u10,0.32845769004469993
beh,beh:u15,beh:u12,0.19915000135206457
beh,beh:u15,beh:u13,0.1258757553239668
beh,beh:u15,beh:u14,0.5423720699375885
beh,beh:u15,beh:u16,0.573988007552871
beh,beh:u15,beh:u17,0.7466783237605674
beh,beh:u15,beh:u30,0.5474040526248544
beh,beh:u15,beh:u32,0.698237782856224
beh,beh:u15,beh:u34,0.8053246803743692
beh,beh:u15,beh:u35,0.6522118228743139
beh,beh:u15,beh:u41,0.7087005777692477
beh,beh:u15,beh:u42,0.701871677605588
beh,beh:u15,beh:u45,0.6024486220833732
beh,beh:u15,beh:u51,0.5128100514881847
beh,beh:u16,beh:u01,0.473681920853061
beh,beh:u16,beh:u03,0.5591621374007378
beh,beh:u16,beh:u05,0.5050781605973661
beh,beh:u16,beh:u07,0.46519698141337706
beh,beh:u16,beh:u09,0.5668752131112627
beh,beh:u16,beh:u14,0.5387739046955946
beh,beh:u16,beh:u15,0.573988007552871
beh,beh:u16,beh:u17,0.4751239540137869
beh,beh:u16,beh:u20,0.3948744340796345
beh,beh:u16,beh:u30,0.453635137816995
beh,beh:u16,beh:u32,0.5620493254115055
beh,beh:u16,beh:u34,0.5235896901558386
beh,beh:u16,beh:u35,0.5242411618511881
beh,beh:u16,beh:u41,0.6163918757199367
beh,beh:u16,beh:u42,0.5299879269491065
beh,beh:u16,beh:u45,0.46922223549964204
beh,beh:u16,beh:u51,0.5526565963644664
beh,beh:u17,beh:u01,0.48918859609742044
beh,beh:u17,beh:u04,0.723769772978706
beh,beh:u17,beh:u07,0.3344760263950691
beh,beh:u17,beh:u10,0.36194367454657517
beh,beh:u17,beh:u14,0.425880654840229
beh,beh:u17,beh:u15,0.7466783237605674
beh,beh:u17,beh:u16,0.4751239540137869
beh,beh:u17,beh:u25,0.32423002270719686
beh,beh:u17,beh:u30,0.5399267017309045
beh,beh:u17,beh:u32,0.5283230888977498
beh,beh:u17,beh:u34,0.6662850888605675
beh,beh:u17,beh:u35,0.44483938962680714
beh,beh:u17,beh:u41,0.6785862658021965
beh,beh:u17,beh:u42,0.5171885016345761
beh,beh:u17,beh:u45,0.5041719694472667
beh,beh:u17,beh:u47,0.3742918930112009
beh,beh:u17,beh:u51,0.4809249549271192
beh,beh:u18,beh:u12,0.19061840711552663
beh,beh:u18,beh:u13,0.24720884602496151
beh,beh:u18,beh:u19,0.0534780526620381
beh,beh:u18,beh:u20,0.2097442396656694
beh,beh:u18,beh:u22,0.20140726464807554
beh,beh:u18,beh:u24,0.3378086399391327
beh,beh:u18,beh:u30,0.3176044204894825
beh,beh:u18,beh:u32,0.05385959711592357
beh,beh:u18,beh:u41,0.13253553119382652
beh,beh:u18,beh:u44,0.03962440943178395
beh,beh:u18,beh:u53,0.32314169714199614
beh,beh:u18,beh:u59,0.0004776187647754273
beh,beh:u19,beh:u18,0.0534780526620381
beh,beh:u19,beh:u20,0.09221417518071404
beh,beh:u19,beh:u22,0.043524139875009485
beh,beh:u19,beh:u24,0.15438473799582414
beh,beh:u19,beh:u30,0.13965466422074027
beh,beh:u19,beh:u43,0.15807762018770816
beh,beh:u20,beh:u03,0.6622502112241082
beh,beh:u20,beh:u07,0.46792506453711785
beh,beh:u20,beh:u10,0.47229050584632615
beh,beh:u20,beh:u13,0.18524718469541646
beh,beh:u20,beh:u14,0.44662188187828755
beh,beh:u20,beh:u16,0.3948744340796345
beh,beh:u20,beh:u18,0.2097442396656694
beh,beh:u20,beh:u19,0.09221417518071404
beh,beh:u20,beh:u24,0.35842220058600344
beh,beh:u20,beh:u27,0.4509073124640788
beh,beh:u20,beh:u30,0.421479729080444
beh,beh:u20,beh:u32,0.4240614524310889
beh,beh:u20,beh:u34,0.44718602047519207
beh,beh:u20,beh:u41,0.5592637409881832
beh,beh:u20,beh:u42,0.3074152313056474
beh,beh:u20,beh:u50,0.28664073744965957
beh,beh:u20,beh:u51,0.3405820517139314
beh,beh:u20,beh:u53,0.3334531335070375
beh,beh:u22,beh:u13,0.29426267583110666
beh,beh:u22,beh:u18,0.20140726464807554
beh,beh:u22,beh:u19,0.043524139875009485
beh,beh:u22,beh:u24,0.12072866775438694
beh,beh:u22,beh:u30,0.17053099394864285
beh,beh:u22,beh:u32,0.023173270486383513
beh,beh:u22,beh:u34,0.04004019943300993
beh,beh:u22,beh:u41,0.13602438651830132
beh,beh:u22,beh:u53,0.3211652555058383
beh,beh:u23,beh:u25,0.37977218596882745
beh,beh:u23,beh:u34,0.4767353400595391
beh,beh:u23,beh:u35,0.7934174545962722
beh,beh:u23,beh:u39,0.25293346201401684
beh,beh:u23,beh:u41,0.3806314974422582
beh,beh:u23,beh:u42,0.7066004199305044
beh,beh:u23,beh:u45,0.4490390538276435
beh,beh:u23,beh:u50,0.371271179338881
beh,beh:u23,beh:u51,0.5768166974600462
beh,beh:u23,beh:u58,0.4577640783258044
beh,beh:u24,beh:u00,0.5236346925576335
beh,beh:u24,beh:u02,0.30573623625798196
beh,beh:u24,beh:u08,0.5892624714754094
beh,beh:u24,beh:u10,0.6402438691961403
beh,beh:u24,beh:u12,0.47778817992035805
beh,beh:u24,beh:u13,0.4524633404535656
beh,beh:u24,beh:u18,0.3378086399391327
beh,beh:u24,beh:u19,0.15438473799582414
beh,beh:u24,beh:u20,0.35842220058600344
beh,beh:u24,beh:u22,0.12072866775438694
beh,beh:u24,beh:u30,0.21637380637707704
beh,beh:u24,beh:u32,0.202333770936087
beh,beh:u24,beh:u36,0.4061494797123845
beh,beh:u24,beh:u41,0.34617553968522313
beh,beh:u24,beh:u49,0.4122619022694074
beh,beh:u24,beh:u50,0.29736134676294496
beh,beh:u24,beh:u51,0.22875311571426635
beh,beh:u24,beh:u53,0.2567942083426978
beh,beh:u24,beh:u56,0.3558167025993985
beh,beh:u24,beh:u59,0.4581808574043173
beh,beh:u25,beh:u17,0.32423002270719686
beh,beh:u25,beh:u23,0.37977218596882745
beh,beh:u25,beh:u32,0.38796147830597755
beh,beh:u25,beh:u34,0.782758040507127
beh,beh:u25,beh:u35,0.8076545586879055
beh,beh:u25,beh:u39,0.2617139404864592
beh,beh:u25,beh:u42,0.9306765286829854
beh,beh:u25,beh:u45,0.6276503394480697
beh,beh:u25,beh:u47,0.45503449925970246
beh,beh:u25,beh:u50,0.24774845218687325
beh,beh:u25,beh:u51,0.5450703865585581
beh,beh:u25,beh:u58,0.3147129420496872
beh,beh:u27,beh:u20,0.4509073124640788
beh,beh:u27,beh:u32,0.4177575299881834
beh,beh:u27,beh:u34,0.34718668453544493
beh,beh:u27,beh:u35,0.3605287556873494
beh,beh:u27,beh:u41,0.38575215810836155
beh,beh:u27,beh:u42,0.40161395767428515
beh,beh:u27,beh:u43,0.22403609021642065
beh,beh:u27,beh:u45,0.2409051792189951
beh,beh:u27,beh:u47,0.2997740220757831
beh,beh:u27,beh:u51,0.42484633521016285
beh,beh:u27,beh:u58,0.14352302041726572
beh,beh:u30,beh:u00,0.34680221607124134
beh,beh:u30,beh:u03,0.5542160669288064
beh,beh:u30,beh:u04,0.5648944306498058
beh,beh:u30,beh:u08,0.13423076499617842
beh,beh:u30,beh:u10,0.4732005794796065
beh,beh:u30,beh:u13,0.16585386041701525
beh,beh:u30,beh:u14,0.4399804384324624
beh,beh:u30,beh:u15,0.5474040526248544
beh,beh:u30,beh:u16,0.453635137816995
beh,beh:u30,beh:u17,0.5399267017309045
beh,beh:u30,beh:u18,0.3176044204894825
beh,beh:u30,beh:u19,0.13965466422074027
beh,beh:u30,beh:u20,0.421479729080444
beh,beh:u30,beh:u22,0.17053099394864285
beh,beh:u30,beh:u24,0.21637380637707704
beh,beh:u30,beh:u32,0.2972150237085279
beh,beh:u30,beh:u34,0.3576792759148383
beh,beh:u30,beh:u36,0.115268095036832
beh,beh:u30,beh:u41,0.6162004086658457
beh,beh:u30,beh:u44,0.19484315484975379
beh,beh:u30,beh:u45,0.1393351107191849
beh,beh:u30,beh:u51,0.1883252580139212
beh,beh:u30,beh:u53,0.3074042584170927
beh,beh:u30,beh:u56,0.15623792554308896
beh,beh:u30,beh:u59,0.13377594072491178
beh,beh:u31,beh:u02,0.19039427978300758
beh,beh:u31,beh:u12,0.24239381003062338
beh,beh:u31,beh:u46,0.3176889712965295
beh,beh:u31,beh:u59,0.24865353321309497
beh,beh:u32,beh:u01,0.5838566035434741
beh,beh:u32,beh:u04,0.7328180281855816
beh,beh:u32,beh:u05,0.6100305620212378
beh,beh:u32,beh:u07,0.4097780506271539
beh,beh:u32,beh:u09,0.7131511356548095
beh,beh:u32,beh:u14,0.44200873398892965
beh,beh:u32,beh:u15,0.698237782856224
beh,beh:u32,beh:u16,0.5620493254115055
beh,beh:u32,beh:u17,0.5283230888977498
beh,beh:u32,beh:u18,0.05385959711592357
beh,beh:u32,beh:u20,0.4240614524310889
beh,beh:u32,beh:u22,0.023173270486383513
beh,beh:u32,beh:u24,0.202333770936087
beh,beh:u32,beh:u25,0.38796147830597755
beh,beh:u32,beh:u27,0.4177575299881834
beh,beh:u32,beh:u30,0.2972150237085279
beh,beh:u32,beh:u34,0.6990665428915128
beh,beh:u32,beh:u35,0.48257929088068485
beh,beh:u32,beh:u39,0.4004532364015196
beh,beh:u32,beh:u41,0.540080249546295
beh,beh:u32,beh:u42,0.5585355898525242
beh,beh:u32,beh:u43,0.4670481124382632
beh,beh:u32,beh:u44,0.3191956046597569
beh,beh:u32,beh:u45,0.46779817651530264
beh,beh:u32,beh:u47,0.5345745620076235
beh,beh:u32,beh:u51,0.4499490909768716
beh,beh:u34,beh:u01,0.5991296350469073
beh,beh:u34,beh:u04,0.7222946179792116
beh,beh:u34,beh:u05,0.685901505260022
beh,beh:u34,beh:u07,0.3893268290668221
beh,beh:u34,beh:u09,0.5620314194877768
beh,beh:u34,beh:u14,0.37261262448654725
beh,beh:u34,beh:u15,0.8053246803743692
beh,beh:u34,beh:u16,0.5235896901558386
beh,beh:u34,beh:u17,0.6662850888605675
beh,beh:u34,beh:u20,0.44718602047519207
beh,beh:u34,beh:u22,0.04004019943300993
beh,beh:u34,beh:u23,0.4767353400595391
beh,beh:u34,beh:u25,0.782758040507127
beh,beh:u34,beh:u27,0.34718668453544493
beh,beh:u34,beh:u30,0.3576792759148383
beh,beh:u34,beh:u32,0.6990665428915128
beh,beh:u34,beh:u35,0.7468675560027415
beh,beh:u34,beh:u39,0.6403623167285037
beh,beh:u34,beh:u41,0.6024581179796215
beh,beh:u34,beh:u42,0.8305714276315578
beh,beh:u34,beh:u44,0.2929373517031944
beh,beh:u34,beh:u45,0.6053471026656114
beh,beh:u34,beh:u47,0.48223864810247563
beh,beh:u34,beh:u50,0.4631416374367868
beh,beh:u34,beh:u51,0.6134000250776876
beh,beh:u34,beh:u58,0.3565547408503779
beh,beh:u35,beh:u05,0.6390043983181204
beh,beh:u35,beh:u15,0.6522118228743139
beh,beh:u35,beh:u16,0.5242411618511881
beh,beh:u35,beh:u17,0.44483938962680714
beh,beh:u35,beh:u23,0.7934174545962722
beh,beh:u35,beh:u25,0.8076545586879055
beh,beh:u35,beh:u27,0.3605287556873494
beh,beh:u35,beh:u32,0.48257929088068485
beh,beh:u35,beh:u34,0.7468675560027415
beh,beh:u35,beh:u39,0.35732804349173536
beh,beh:u35,beh:u41,0.4815551831665478
beh,beh:u35,beh:u42,1.0
beh,beh:u35,beh:u45,0.7571019805781611
beh,beh:u35,beh:u47,0.3634682341596352
beh,beh:u35,beh:u50,0.3780528074576072
beh,beh:u35,beh:u51,0.7761267676381993
beh,beh:u35,beh:u58,0.683255373704
beh,beh:u36,beh:u10,0.3630835760644792
beh,beh:u36,beh:u24,0.4061494797123845
beh,beh:u36,beh:u30,0.115268095036832
beh,beh:u36,beh:u41,0.19001366427906416
beh,beh:u36,beh:u50,0.08433078438795628
beh,beh:u36,beh:u51,0.15798962784859386
beh,beh:u36,beh:u56,0.048462939030992275
beh,beh:u36,beh:u59,0.13006080927356034
beh,beh:u39,beh:u23,0.25293346201401684
beh,beh:u39,beh:u25,0.2617139404864592
beh,beh:u39,beh:u32,0.4004532364015196
beh,beh:u39,beh:u34,0.6403623167285037
beh,beh:u39,beh:u35,0.35732804349173536
beh,beh:u39,beh:u41,0.225396122201776
beh,beh:u39,beh:u42,0.424500901300275
beh,beh:u39,beh:u45,0.23413504109126962
beh,beh:u39,beh:u50,0.16051123359716035
beh,beh:u39,beh:u51,0.055100030614494915
beh,beh:u41,beh:u01,0.5071814492965884
beh,beh:u41,beh:u03,0.8067111184223016
beh,beh:u41,beh:u04,0.7146872470362738
beh,beh:u41,beh:u05,0.6469474664042075
beh,beh:u41,beh:u07,0.464976317879491
beh,beh:u41,beh:u08,0.2263941918122959
beh,beh:u41,beh:u09,0.5352862501854881
beh,beh:u41,beh:u10,0.5752696248101588
beh,beh:u41,beh:u12,0.27290758847101787
beh,beh:u41,beh:u13,0.1623923007852086
beh,beh:u41,beh:u14,0.5602031886763219
beh,beh:u41,beh:u15,0.7087005777692477
beh,beh:u41,beh:u16,0.6163918757199367
beh,beh:u41,beh:u17,0.6785862658021965
beh,beh:u41,beh:u18,0.13253553119382652
beh,beh:u41,beh:u20,0.5592637409881832
beh,beh:u41,beh:u22,0.13602438651830132
beh,beh:u41,beh:u23,0.3806314974422582
beh,beh:u41,beh:u24,0.34617553968522313
beh,beh:u41,beh:u27,0.38575215810836155
beh,beh:u41,beh:u30,0.6162004086658457
beh,beh:u41,beh:u32,0.540080249546295
beh,beh:u41,beh:u34,0.6024581179796215
beh,beh:u41,beh:u35,0.4815551831665478
beh,beh:u41,beh:u36,0.19001366427906416
beh,beh:u41,beh:u39,0.225396122201776
beh,beh:u41,beh:u42,0.48672086433654094
beh,beh:u41,beh:u43,0.1509409736890534
beh,beh:u41,beh:u44,0.39366362527372223
beh,beh:u41,beh:u45,0.4929144341617032
beh,beh:u41,beh:u47,0.35669461590482154
beh,beh:u41,beh:u50,0.12846945931919151
beh,beh:u41,beh:u51,0.6161972155597888
beh,beh:u41,beh:u53,0.3626174700641289
beh,beh:u41,beh:u58,0.18566374719712658
beh,beh:u41,beh:u59,0.269094570522848
beh,beh:u42,beh:u01,0.47086407282215964
beh,beh:u42,beh:u05,0.6720060708802271
beh,beh:u42,beh:u09,0.5628224801133417
beh,beh:u42,beh:u15,0.701871677605588
beh,beh:u42,beh:u16,0.5299879269491065
beh,beh:u42,beh:u17,0.5171885016345761
beh,beh:u42,beh:u20,0.3074152313056474
beh,beh:u42,beh:u23,0.7066004199305044
beh,beh:u42,beh:u25,0.9306765286829854
beh,beh:u42,beh:u27,0.40161395767428515
beh,beh:u42,beh:u32,0.5585355898525242
beh,beh:u42,beh:u34,0.8305714276315578
beh,beh:u42,beh:u35,1.0
beh,beh:u42,beh:u39,0.424500901300275
beh,beh:u42,beh:u41,0.48672086433654094
beh,beh:u42,beh:u44,0.03726814749103761
beh,beh:u42,beh:u45,0.7711043646307045
beh,beh:u42,beh:u47,0.5006697615956084
beh,beh:u42,beh:u50,0.40238334103335516
beh,beh:u42,beh:u51,0.7517421649113203
beh,beh:u42,beh:u58,0.5661132250537165
beh,beh:u43,beh:u07,0.41711172325583445
beh,beh:u43,beh:u09,0.593608539920813
beh,beh:u43,beh:u19,0.15807762018770816
beh,beh:u43,beh:u27,0.22403609021642065
